user_id,chat_id,language,number_messages,handling_time,start_time,website,website_summary
User 1495,8347,English,7,187.0,2018-05-30 11:59:48.422292,Website B,Website B
User 1495,8348,English,7,258.0,2018-05-30 11:25:15.111164,Website B,Website B
User 1495,8349,English,8,529.0,2018-05-30 10:40:38.255353,Website B,Website B
User 1495,8350,English,14,840.0,2018-05-30 12:08:16.612382,Website B,Website B
User 1495,8351,English,11,1283.0,2018-05-30 11:15:28.393306,Website B,Website B
User 1495,8352,English,11,1187.0,2018-05-30 13:19:34.501915,Website B,Website B
User 1495,8353,English,11,1196.0,2018-05-30 11:42:11.396181,Website B,Website B
User 1495,8354,English,14,494.0,2018-05-30 13:26:58.036125,Website B,Website B
User 1404,8355,English,7,482.0,2018-05-30 14:34:48.350862,Website B,Website B
User 1404,8356,English,23,895.0,2018-05-30 15:16:08.485758,Website B,Website B
User 1404,8357,English,4,138.0,2018-05-30 14:44:33.814357,Website B,Website B
User 1527,8358,English,19,1452.0,2018-05-30 15:05:44.153175,Website B,Website B
User 1404,8359,English,7,312.0,2018-05-30 14:02:28.417549,Website B,Website B
User 1404,8360,English,15,637.0,2018-05-30 16:07:59.015179,Website B,Website B
User 1404,8361,English,53,2286.0,2018-05-30 17:08:48.183210,Website B,Website B
User 1404,8362,English,13,524.0,2018-05-30 16:08:35.662766,Website B,Website B
User 1527,8363,English,18,739.0,2018-05-30 17:17:42.129241,Website B,Website B
User 1360,8364,English,6,401.0,2018-05-30 18:02:30.028473,Website B,Website B
User 1395,8366,English,18,838.0,2018-05-30 17:35:53.181856,Website B,Website B
User 1395,8367,English,38,2330.0,2018-05-30 19:03:41.150212,Website B,Website B
User 1395,8368,English,25,1995.0,2018-05-30 18:45:14.298070,Website B,Website B
User 1395,8369,English,11,458.0,2018-05-30 19:40:34.603258,Website B,Website B
User 1395,8370,English,32,1477.0,2018-05-30 21:01:47.870434,Website B,Website B
User 1449,8371,English,5,156.0,2018-05-30 21:56:16.309362,Website B,Website B
User 1505,8372,English,8,611.0,2018-05-31 01:04:15.728127,Website B,Website B
User 1505,8373,English,10,581.0,2018-05-31 01:08:56.726701,Website B,Website B
User 1404,8376,English,10,569.0,2018-05-31 09:01:38.403596,Website B,Website B
User 1404,8377,English,6,159.0,2018-05-31 10:10:18.643578,Website B,Website B
User 1404,8378,English,31,1422.0,2018-05-31 09:21:08.266526,Website B,Website B
User 1404,8379,English,12,537.0,2018-05-31 09:28:12.566114,Website B,Website B
User 1404,8380,English,18,771.0,2018-05-31 10:31:57.601383,Website B,Website B
User 1527,8381,English,17,1041.0,2018-05-31 09:19:15.112068,Website B,Website B
User 1404,8382,English,5,219.0,2018-05-31 09:06:04.065890,Website B,Website B
User 1404,8383,English,20,1059.0,2018-05-31 10:01:22.554130,Website B,Website B
User 1404,8384,English,33,1090.0,2018-05-31 12:33:24.736477,Website B,Website B
User 1261,8385,English,18,753.0,2018-05-31 11:37:27.198834,Website B,Website B
User 1490,8386,English,28,586.0,2018-05-31 11:28:24.976361,Website B,Website B
User 1490,8387,English,23,654.0,2018-05-31 12:21:29.341519,Website B,Website B
User 1404,8388,English,19,594.0,2018-05-31 12:30:47.265455,Website B,Website B
User 1389,8389,English,21,620.0,2018-05-31 12:17:48.986205,Website B,Website B
User 1346,8390,English,24,1045.0,2018-05-31 11:41:08.665337,Website B,Website B
User 1404,8391,English,36,1325.0,2018-05-31 12:10:04.949599,Website B,Website B
User 1350,8392,English,16,528.0,2018-05-31 11:12:43.065636,Website B,Website B
User 1516,8393,English,17,730.0,2018-05-31 11:55:34.229837,Website B,Website B
User 1350,8394,English,19,609.0,2018-05-31 11:51:40.206303,Website B,Website B
User 1346,8395,English,5,975.0,2018-05-31 12:15:56.169104,Website B,Website B
User 1404,8396,English,15,1220.0,2018-05-31 12:03:53.778492,Website B,Website B
User 1404,8397,English,19,551.0,2018-05-31 12:05:28.381528,Website B,Website B
User 1404,8398,English,19,1263.0,2018-05-31 13:37:47.891756,Website B,Website B
User 1404,8400,English,9,461.0,2018-05-31 14:11:27.613469,Website B,Website B
User 1404,8401,English,16,3505.0,2018-05-31 14:28:58.201884,Website B,Website B
User 1358,8402,English,20,694.0,2018-05-31 16:02:47.282800,Website B,Website B
User 1472,8403,English,18,764.0,2018-05-31 14:15:06.843501,Website B,Website B
User 1356,8404,English,14,606.0,2018-05-31 16:08:59.961431,Website B,Website B
User 1431,8405,English,16,648.0,2018-05-31 15:23:38.109202,Website B,Website B
User 1472,8406,English,20,639.0,2018-05-31 15:30:20.593858,Website B,Website B
User 1404,8407,English,11,626.0,2018-05-31 16:05:25.310830,Website B,Website B
User 1404,8408,English,18,1252.0,2018-05-31 16:00:25.461173,Website B,Website B
User 1294,8409,English,23,601.0,2018-05-31 15:52:06.957948,Website B,Website B
User 1420,8410,English,25,591.0,2018-05-31 14:44:47.525861,Website B,Website B
User 1480,8411,English,20,639.0,2018-05-31 15:15:01.566768,Website B,Website B
User 1316,8412,English,18,647.0,2018-05-31 14:31:29.811580,Website B,Website B
User 1480,8413,English,21,474.0,2018-05-31 14:19:43.627163,Website B,Website B
User 1404,8414,English,20,1240.0,2018-05-31 17:49:28.123856,Website B,Website B
User 1404,8415,English,28,1115.0,2018-05-31 16:37:54.685678,Website B,Website B
User 1395,8416,English,12,543.0,2018-05-31 18:01:01.092247,Website B,Website B
User 1395,8417,English,8,283.0,2018-05-31 16:28:54.994017,Website B,Website B
User 1395,8418,English,19,826.0,2018-05-31 16:38:56.665173,Website B,Website B
User 1395,8419,English,12,825.0,2018-05-31 17:59:41.021320,Website B,Website B
User 1395,8420,English,10,317.0,2018-05-31 17:08:03.602936,Website B,Website B
User 1395,8421,English,15,761.0,2018-05-31 17:43:55.623501,Website B,Website B
User 1395,8422,English,18,670.0,2018-05-31 19:19:30.943120,Website B,Website B
User 1395,8423,English,25,1103.0,2018-05-31 19:01:59.670272,Website B,Website B
User 1395,8424,English,4,215.0,2018-05-31 20:14:54.960059,Website B,Website B
User 1505,8425,English,64,6692.0,2018-05-31 22:07:29.792773,Website B,Website B
User 1505,8426,English,12,1371.0,2018-05-31 21:31:44.593111,Website B,Website B
User 1392,8433,English,11,343.0,2018-06-01 08:33:53.660855,Website B,Website B
User 1392,8434,English,2,232.0,2018-06-01 07:56:51.914305,Website B,Website B
User 1392,8435,English,38,1184.0,2018-06-01 09:20:46.262192,Website B,Website B
User 1392,8436,English,8,461.0,2018-06-01 09:59:00.103745,Website B,Website B
User 1392,8437,English,10,832.0,2018-06-01 10:45:38.016473,Website B,Website B
User 1392,8438,English,4,7431.0,2018-06-01 12:00:35.371076,Website B,Website B
User 1392,8439,English,15,955.0,2018-06-01 10:16:25.321496,Website B,Website B
User 1392,8440,English,13,814.0,2018-06-01 11:20:31.658496,Website B,Website B
User 1392,8441,English,10,597.0,2018-06-01 10:27:20.821454,Website B,Website B
User 1392,8442,English,15,1683.0,2018-06-01 11:03:18.103273,Website B,Website B
User 1392,8443,English,20,1162.0,2018-06-01 10:30:27.185188,Website B,Website B
User 1392,8444,English,3,438.0,2018-06-01 12:12:14.594969,Website B,Website B
User 1392,8445,English,21,820.0,2018-06-01 12:45:17.382308,Website B,Website B
User 1263,8446,English,23,706.0,2018-06-01 11:43:12.637992,Website B,Website B
User 1393,8447,English,20,755.0,2018-06-01 12:28:02.565926,Website B,Website B
User 1248,8449,English,18,684.0,2018-06-01 11:42:11.575663,Website B,Website B
User 1248,8450,English,23,658.0,2018-06-01 13:05:49.016798,Website B,Website B
User 1313,8452,English,17,543.0,2018-06-01 12:38:53.524076,Website B,Website B
User 1313,8453,English,11,466.0,2018-06-01 12:28:01.212798,Website B,Website B
User 1412,8455,English,20,557.0,2018-06-01 12:50:53.545388,Website B,Website B
User 1347,8456,English,25,512.0,2018-06-01 11:22:41.433560,Website B,Website B
User 1392,8457,English,24,1253.0,2018-06-01 14:14:36.919874,Website B,Website B
User 1297,8458,English,10,847.0,2018-06-01 14:15:17.022776,Website B,Website B
User 1282,8459,English,13,1138.0,2018-06-01 15:28:17.137721,Website B,Website B
User 1317,8460,English,9,531.0,2018-06-01 15:29:15.496274,Website B,Website B
User 1317,8461,English,19,660.0,2018-06-01 16:00:13.864341,Website B,Website B
User 1360,8462,English,21,562.0,2018-06-01 16:00:12.847852,Website B,Website B
User 1312,8464,English,7,541.0,2018-06-01 15:29:00.429939,Website B,Website B
User 1305,8465,English,38,1029.0,2018-06-01 15:05:47.634358,Website B,Website B
User 1357,8467,English,23,868.0,2018-06-01 16:07:03.876349,Website B,Website B
User 1305,8468,English,24,1143.0,2018-06-01 15:06:31.623409,Website B,Website B
User 1251,8473,English,67,1678.0,2018-06-01 20:30:24.558240,Website B,Website B
User 1251,8474,English,18,1169.0,2018-06-01 20:23:32.113920,Website B,Website B
User 1251,8475,English,15,338.0,2018-06-01 19:31:48.229443,Website B,Website B
User 1251,8476,English,26,903.0,2018-06-01 19:56:37.717685,Website B,Website B
User 1512,8477,English,12,1085.0,2018-06-01 22:16:54.384713,Website B,Website B
User 1512,8478,English,12,1876.0,2018-06-01 21:39:39.659331,Website B,Website B
User 1512,8481,English,26,2000.0,2018-06-02 00:41:57.760287,Website B,Website B
User 1500,8483,English,8,431.0,2018-06-02 06:54:31.728044,Website B,Website B
User 1484,8484,English,19,941.0,2018-06-02 12:04:24.301916,Website B,Website B
User 1341,8485,English,7,401.0,2018-06-02 13:05:42.288185,Website B,Website B
User 1456,8486,English,11,870.0,2018-06-03 03:32:26.755490,Website B,Website B
User 1456,8487,English,18,742.0,2018-06-03 03:14:58.083031,Website B,Website B
User 1452,8488,English,15,770.0,2018-06-03 20:08:04.813736,Website B,Website B
User 1452,8489,English,29,1572.0,2018-06-03 19:34:21.319168,Website B,Website B
User 1452,8490,English,16,1182.0,2018-06-03 22:03:35.403524,Website B,Website B
User 1452,8491,English,4,220.0,2018-06-03 21:54:13.551405,Website B,Website B
User 1452,8492,English,13,871.0,2018-06-03 21:57:55.438087,Website B,Website B
User 1452,8493,English,16,714.0,2018-06-03 21:40:46.341415,Website B,Website B
User 1452,8494,English,15,883.0,2018-06-03 23:31:44.015343,Website B,Website B
User 1452,8495,English,15,617.0,2018-06-04 00:55:16.288941,Website B,Website B
User 1452,8496,English,14,786.0,2018-06-04 01:00:48.761333,Website B,Website B
User 1452,8497,English,6,409.0,2018-06-04 03:55:38.755794,Website B,Website B
User 1439,8498,English,55,1446.0,2018-06-04 08:03:34.973669,Website B,Website B
User 1439,8499,English,10,424.0,2018-06-04 06:40:49.628237,Website B,Website B
User 1495,8500,English,13,828.0,2018-06-04 08:48:32.083740,Website B,Website B
User 1404,8501,English,12,858.0,2018-06-04 09:13:20.448591,Website B,Website B
User 1495,8502,English,17,537.0,2018-06-04 09:14:54.477549,Website B,Website B
User 1404,8503,English,10,469.0,2018-06-04 09:44:49.056951,Website B,Website B
User 1404,8504,English,22,1058.0,2018-06-04 08:39:44.867215,Website B,Website B
User 1517,8505,English,8,641.0,2018-06-04 08:59:42.152294,Website B,Website B
User 1269,8506,English,20,852.0,2018-06-04 09:29:16.454807,Website B,Website B
User 1495,8507,English,15,497.0,2018-06-04 10:53:14.200577,Website B,Website B
User 1495,8508,English,16,904.0,2018-06-04 10:41:35.032967,Website B,Website B
User 1495,8509,English,18,1516.0,2018-06-04 10:51:27.765802,Website B,Website B
User 1495,8510,English,13,871.0,2018-06-04 11:15:54.684412,Website B,Website B
User 1495,8511,English,6,576.0,2018-06-04 10:27:58.853909,Website B,Website B
User 1495,8512,English,7,530.0,2018-06-04 11:05:02.697195,Website B,Website B
User 1338,8513,English,24,776.0,2018-06-04 10:47:21.634573,Website B,Website B
User 1495,8514,English,15,588.0,2018-06-04 12:09:44.782093,Website B,Website B
User 1338,8515,English,8,626.0,2018-06-04 10:53:52.725794,Website B,Website B
User 1495,8516,English,18,1182.0,2018-06-04 12:39:40.572050,Website B,Website B
User 1338,8517,English,6,312.0,2018-06-04 11:58:14.339316,Website B,Website B
User 1338,8518,English,6,1237.0,2018-06-04 11:01:40.100497,Website B,Website B
User 1495,8519,English,35,1243.0,2018-06-04 12:55:55.944496,Website B,Website B
User 1517,8520,English,14,972.0,2018-06-04 12:24:32.041378,Website B,Website B
User 1517,8521,English,10,556.0,2018-06-04 11:58:27.010317,Website C,Website C
User 1517,8522,English,10,580.0,2018-06-04 12:04:45.351812,Website C,Website C
User 1517,8523,English,46,2104.0,2018-06-04 12:05:01.561561,Website C,Website C
User 1517,8524,English,15,1291.0,2018-06-04 12:20:58.463275,Website C,Website C
User 1517,8525,English,15,1363.0,2018-06-04 12:41:28.113447,Website C,Website C
User 1338,8526,English,16,481.0,2018-06-04 12:07:57.052551,Website B,Website B
User 1338,8527,English,3,217.0,2018-06-04 13:00:29.717878,Website B,Website B
User 1338,8528,English,30,1459.0,2018-06-04 13:49:37.078715,Website B,Website B
User 1338,8529,English,21,1995.0,2018-06-04 12:48:54.190602,Website B,Website B
User 1517,8530,English,10,449.0,2018-06-04 12:05:15.519400,Website C,Website C
User 1517,8531,English,14,474.0,2018-06-04 12:42:31.672734,Website B,Website B
User 1338,8532,English,9,2114.0,2018-06-04 14:20:19.506479,Website C,Website C
User 1517,8533,Portuguese,18,566.0,2018-06-04 13:48:57.020200,Website C,Website C
User 1495,8534,English,21,1334.0,2018-06-04 12:32:20.033409,Website C,Website C
User 1495,8535,English,23,1385.0,2018-06-04 14:02:47.006702,Website B,Website B
User 1495,8536,English,8,963.0,2018-06-04 13:58:48.168220,Website C,Website C
User 1495,8537,English,25,1170.0,2018-06-04 14:36:23.447017,Website C,Website C
User 1495,8538,English,9,482.0,2018-06-04 13:07:02.961016,Website C,Website C
User 1495,8539,English,14,857.0,2018-06-04 14:18:57.139875,Website C,Website C
User 1495,8540,English,15,881.0,2018-06-04 13:36:19.078318,Website C,Website C
User 1495,8541,English,18,987.0,2018-06-04 14:47:21.939242,Website C,Website C
User 1495,8542,English,11,545.0,2018-06-04 14:48:34.398541,Website B,Website B
User 1495,8543,English,11,536.0,2018-06-04 14:11:37.241062,Website B,Website B
User 1495,8544,English,5,428.0,2018-06-04 15:17:15.350497,Website C,Website C
User 1495,8545,English,24,963.0,2018-06-04 14:43:07.113558,Website B,Website B
User 1495,8546,English,13,1558.0,2018-06-04 14:18:42.485238,Website B,Website B
User 1495,8547,English,27,1868.0,2018-06-04 15:16:21.027180,Website B,Website B
User 1495,8549,English,17,1826.0,2018-06-04 15:03:55.442153,Website B,Website B
User 1495,8552,English,26,1331.0,2018-06-04 15:58:25.111267,Website B,Website B
User 1495,8554,English,16,771.0,2018-06-04 14:54:37.282516,Website C,Website C
User 1517,8559,English,22,1516.0,2018-06-04 14:53:28.703189,Website B,Website B
User 1517,8560,English,27,1619.0,2018-06-04 15:50:10.537969,Website B,Website B
User 1517,8561,English,34,2046.0,2018-06-04 15:32:34.968632,Website B,Website B
User 1475,8562,English,32,884.0,2018-06-04 15:21:34.733156,Website B,Website B
User 1435,8563,English,40,3110.0,2018-06-04 16:54:40.355073,Website B,Website B
User 1260,8564,English,18,808.0,2018-06-04 15:40:58.243050,Website B,Website B
User 1528,8565,English,14,739.0,2018-06-04 14:28:11.877043,Website B,Website B
User 1428,8566,English,37,1828.0,2018-06-04 14:54:15.896214,Website B,Website B
User 1435,8567,English,85,2538.0,2018-06-04 15:53:15.212566,Website B,Website B
User 1262,8568,Spanish,22,844.0,2018-06-04 15:25:45.720221,Website B,Website B
User 1255,8569,English,26,801.0,2018-06-04 15:38:14.756134,Website B,Website B
User 1338,8572,French,26,5262.0,2018-06-04 15:54:49.633622,Website B,Website B
User 1497,8573,English,38,667.0,2018-06-04 15:46:32.999599,Website B,Website B
User 1495,8574,English,11,693.0,2018-06-04 16:09:36.177777,Website C,Website C
User 1495,8577,English,5,537.0,2018-06-04 16:40:01.712695,Website C,Website C
User 1495,8578,English,11,1003.0,2018-06-04 16:54:13.357026,Website B,Website B
User 1495,8579,English,14,1070.0,2018-06-04 15:43:45.974436,Website B,Website B
User 1495,8580,English,36,2836.0,2018-06-04 16:19:40.265330,Website B,Website B
User 1495,8581,English,34,2165.0,2018-06-04 16:24:50.980750,Website B,Website B
User 1495,8582,English,30,2569.0,2018-06-04 17:15:24.215519,Website C,Website C
User 1338,8586,English,12,830.0,2018-06-04 17:40:32.299436,Website B,Website B
User 1338,8588,English,13,910.0,2018-06-04 17:12:14.076510,Website C,Website C
User 1495,8589,English,20,1656.0,2018-06-04 16:13:17.418798,Website B,Website B
User 1495,8590,English,10,942.0,2018-06-04 16:55:18.608818,Website B,Website B
User 1495,8591,English,21,1093.0,2018-06-04 17:20:39.708898,Website C,Website C
User 1338,8592,English,44,1526.0,2018-06-04 16:58:34.875354,Website B,Website B
User 1338,8593,English,24,1493.0,2018-06-04 16:28:17.886595,Website B,Website B
User 1251,8594,English,8,521.0,2018-06-04 16:35:47.484937,Website C,Website C
User 1251,8595,English,17,1261.0,2018-06-04 18:11:39.492435,Website B,Website B
User 1251,8596,English,12,767.0,2018-06-04 17:32:46.222702,Website C,Website C
User 1338,8597,English,27,2281.0,2018-06-04 18:37:07.456043,Website C,Website C
User 1251,8598,English,28,970.0,2018-06-04 17:47:47.070283,Website B,Website B
User 1338,8599,English,10,1416.0,2018-06-04 17:48:48.407576,Website B,Website B
User 1251,8600,English,22,652.0,2018-06-04 17:18:55.290098,Website B,Website B
User 1338,8601,English,10,925.0,2018-06-04 18:09:50.822057,Website B,Website B
User 1251,8602,English,19,940.0,2018-06-04 17:00:26.709284,Website C,Website C
User 1251,8603,English,3,257.0,2018-06-04 18:13:33.469555,Website C,Website C
User 1338,8604,English,19,834.0,2018-06-04 17:06:32.436324,Website C,Website C
User 1251,8605,English,5,429.0,2018-06-04 17:57:25.563078,Website C,Website C
User 1251,8606,English,10,704.0,2018-06-04 18:04:01.516740,Website B,Website B
User 1338,8607,English,3,294.0,2018-06-04 18:38:43.687264,Website B,Website B
User 1338,8608,English,43,3336.0,2018-06-04 19:34:09.719445,Website C,Website C
User 1338,8609,English,8,339.0,2018-06-04 18:52:01.482980,Website B,Website B
User 1251,8610,English,14,1718.0,2018-06-04 18:32:26.074240,Website C,Website C
User 1338,8611,English,30,1324.0,2018-06-04 17:19:23.712406,Website C,Website C
User 1251,8612,English,6,398.0,2018-06-04 17:48:05.129543,Website C,Website C
User 1338,8613,English,11,1182.0,2018-06-04 17:35:32.405048,Website C,Website C
User 1251,8614,English,11,1050.0,2018-06-04 19:19:36.324615,Website B,Website B
User 1251,8615,English,31,1542.0,2018-06-04 19:13:01.797373,Website B,Website B
User 1392,8616,English,82,3582.0,2018-06-04 18:24:00.551846,Website C,Website C
User 1392,8617,English,9,3032.0,2018-06-04 19:57:33.744635,Website B,Website B
User 1392,8618,English,18,976.0,2018-06-04 18:04:13.066569,Website B,Website B
User 1338,8621,English,18,1028.0,2018-06-04 18:14:15.444656,Website C,Website C
User 1251,8622,English,19,625.0,2018-06-04 19:52:41.203031,Website C,Website C
User 1251,8623,English,47,1994.0,2018-06-04 19:34:31.475133,Website B,Website B
User 1392,8624,English,15,682.0,2018-06-04 19:34:20.201135,Website B,Website B
User 1392,8625,English,16,1444.0,2018-06-04 20:14:07.081764,Website C,Website C
User 1392,8626,English,16,1133.0,2018-06-04 19:46:37.141035,Website B,Website B
User 1251,8627,English,15,798.0,2018-06-04 20:13:56.381628,Website B,Website B
User 1392,8628,English,6,1178.0,2018-06-04 19:56:44.551658,Website B,Website B
User 1251,8629,English,14,519.0,2018-06-04 19:27:35.323860,Website B,Website B
User 1452,8630,English,8,454.0,2018-06-04 20:36:07.826090,Website B,Website B
User 1452,8631,English,20,944.0,2018-06-04 20:32:37.903413,Website B,Website B
User 1452,8632,English,32,2066.0,2018-06-04 19:27:45.570224,Website B,Website B
User 1452,8633,English,18,1607.0,2018-06-04 20:24:31.546918,Website C,Website C
User 1452,8634,English,27,2085.0,2018-06-04 21:11:35.321382,Website B,Website B
User 1452,8636,English,14,868.0,2018-06-04 20:34:19.086214,Website B,Website B
User 1452,8637,English,28,2061.0,2018-06-04 20:06:37.050590,Website C,Website C
User 1452,8639,English,23,1856.0,2018-06-04 20:13:55.876468,Website C,Website C
User 1452,8640,English,26,2447.0,2018-06-04 20:56:24.267425,Website B,Website B
User 1461,8641,English,38,1505.0,2018-06-04 21:04:27.910984,Website C,Website C
User 1461,8642,English,28,1288.0,2018-06-04 21:03:54.196850,Website C,Website C
User 1452,8643,English,6,432.0,2018-06-04 21:35:53.672399,Website B,Website B
User 1452,8644,English,16,910.0,2018-06-04 21:44:58.359133,Website C,Website C
User 1452,8645,English,8,219.0,2018-06-04 21:19:43.261578,Website B,Website B
User 1452,8646,English,16,1025.0,2018-06-04 20:44:44.873600,Website B,Website B
User 1452,8647,English,23,1199.0,2018-06-04 21:54:49.269216,Website C,Website C
User 1452,8648,English,20,857.0,2018-06-04 21:48:54.293412,Website B,Website B
User 1452,8649,English,24,1048.0,2018-06-04 21:44:04.852300,Website C,Website C
User 1452,8650,English,16,1070.0,2018-06-04 23:35:13.035856,Website C,Website C
User 1452,8651,English,4,243.0,2018-06-04 22:06:11.839826,Website B,Website B
User 1452,8652,English,17,1288.0,2018-06-04 22:57:54.756337,Website B,Website B
User 1452,8653,English,40,2634.0,2018-06-04 22:39:56.975659,Website B,Website B
User 1452,8654,English,9,572.0,2018-06-04 23:42:06.858511,Website B,Website B
User 1452,8655,English,31,2399.0,2018-06-04 23:53:32.606384,Website C,Website C
User 1452,8656,English,26,1595.0,2018-06-04 23:20:47.197136,Website B,Website B
User 1461,8658,English,7,458.0,2018-06-04 23:21:23.965692,Website B,Website B
User 1461,8659,English,8,394.0,2018-06-04 23:30:17.877624,Website B,Website B
User 1461,8660,English,21,690.0,2018-06-05 00:29:31.467913,Website B,Website B
User 1452,8661,English,23,917.0,2018-06-05 00:15:33.321102,Website B,Website B
User 1452,8662,English,24,1481.0,2018-06-05 02:28:37.175412,Website B,Website B
User 1452,8663,English,33,1952.0,2018-06-05 02:18:05.560480,Website C,Website C
User 1446,8664,English,23,869.0,2018-06-05 04:10:31.258803,Website B,Website B
User 1452,8665,English,59,2411.0,2018-06-05 04:35:12.186679,Website C,Website C
User 1439,8666,English,14,921.0,2018-06-05 06:49:11.972264,Website C,Website C
User 1439,8667,English,16,848.0,2018-06-05 06:53:19.473432,Website C,Website C
User 1439,8668,English,10,699.0,2018-06-05 06:35:48.796854,Website D,Website D
User 1439,8669,English,24,767.0,2018-06-05 06:16:01.502893,Website C,Website C
User 1439,8670,English,17,735.0,2018-06-05 06:33:49.711589,Website B,Website B
User 1439,8671,English,16,974.0,2018-06-05 06:28:04.160016,Website B,Website B
User 1439,8672,English,36,1989.0,2018-06-05 07:09:23.363889,Website B,Website B
User 1439,8673,English,12,642.0,2018-06-05 06:58:55.738963,Website C,Website C
User 1439,8674,English,10,725.0,2018-06-05 07:48:24.449713,Website B,Website B
User 1439,8675,English,12,619.0,2018-06-05 08:13:18.137506,Website B,Website B
User 1439,8676,English,11,440.0,2018-06-05 07:05:53.978824,Website B,Website B
User 1395,8677,English,18,822.0,2018-06-05 07:55:47.374937,Website B,Website B
User 1395,8678,English,8,711.0,2018-06-05 08:32:04.699571,Website B,Website B
User 1395,8679,English,35,2445.0,2018-06-05 09:12:07.964802,Website C,Website C
User 1395,8680,English,21,1720.0,2018-06-05 09:52:28.703516,Website B,Website B
User 1395,8681,English,21,1130.0,2018-06-05 08:21:24.328351,Website C,Website C
User 1395,8682,English,25,888.0,2018-06-05 09:38:50.530138,Website C,Website C
User 1395,8683,English,4,368.0,2018-06-05 09:23:06.564767,Website C,Website C
User 1404,8684,English,23,1074.0,2018-06-05 09:40:31.214880,Website B,Website B
User 1404,8685,English,21,851.0,2018-06-05 09:36:04.889806,Website B,Website B
User 1404,8686,English,14,975.0,2018-06-05 10:24:17.627824,Website B,Website B
User 1404,8687,English,18,853.0,2018-06-05 10:25:48.172715,Website C,Website C
User 1395,8688,English,14,475.0,2018-06-05 09:50:39.912469,Website C,Website C
User 1395,8689,English,17,897.0,2018-06-05 10:51:38.010803,Website C,Website C
User 1395,8690,English,15,755.0,2018-06-05 09:11:17.983632,Website C,Website C
User 1395,8691,English,10,592.0,2018-06-05 10:26:18.147179,Website B,Website B
User 1395,8692,English,21,1070.0,2018-06-05 10:50:08.346075,Website C,Website C
User 1395,8693,English,17,575.0,2018-06-05 10:40:58.553462,Website B,Website B
User 1395,8694,English,12,428.0,2018-06-05 09:23:22.366467,Website B,Website B
User 1404,8695,English,23,1476.0,2018-06-05 10:53:42.300487,Website C,Website C
User 1395,8696,English,19,1608.0,2018-06-05 10:09:35.386700,Website B,Website B
User 1395,8697,English,21,1102.0,2018-06-05 10:44:39.904499,Website B,Website B
User 1404,8698,English,14,719.0,2018-06-05 11:04:07.024033,Website C,Website C
User 1395,8699,English,10,559.0,2018-06-05 09:49:55.454743,Website C,Website C
User 1404,8700,English,17,1388.0,2018-06-05 11:25:34.143361,Website B,Website B
User 1395,8701,English,9,523.0,2018-06-05 09:59:49.365870,Website B,Website B
User 1395,8702,English,15,769.0,2018-06-05 11:53:30.113502,Website C,Website C
User 1404,8703,English,61,2202.0,2018-06-05 11:49:35.935939,Website B,Website B
User 1395,8704,English,25,1474.0,2018-06-05 11:12:25.433253,Website B,Website B
User 1395,8705,English,28,1334.0,2018-06-05 11:17:57.636127,Website C,Website C
User 1404,8706,English,25,1133.0,2018-06-05 11:17:26.313593,Website C,Website C
User 1395,8707,English,19,621.0,2018-06-05 12:30:55.548993,Website C,Website C
User 1404,8708,English,8,457.0,2018-06-05 10:34:53.623101,Website C,Website C
User 1395,8709,English,14,1098.0,2018-06-05 10:50:23.718443,Website C,Website C
User 1404,8710,English,19,873.0,2018-06-05 11:05:57.813491,Website C,Website C
User 1395,8711,English,20,1052.0,2018-06-05 12:17:51.137787,Website B,Website B
User 1404,8712,English,8,224.0,2018-06-05 11:11:30.182867,Website C,Website C
User 1404,8713,English,9,490.0,2018-06-05 12:40:31.509853,Website C,Website C
User 1404,8714,English,21,1277.0,2018-06-05 12:58:38.309689,Website C,Website C
User 1404,8715,English,16,1182.0,2018-06-05 12:33:25.439296,Website C,Website C
User 1404,8716,English,11,462.0,2018-06-05 12:47:55.491164,Website C,Website C
User 1404,8717,English,11,294.0,2018-06-05 11:41:06.425373,Website C,Website C
User 1404,8718,English,27,1334.0,2018-06-05 11:55:43.275646,Website B,Website B
User 1404,8719,English,7,300.0,2018-06-05 12:54:14.222659,Website B,Website B
User 1404,8720,English,16,1293.0,2018-06-05 12:03:08.246439,Website B,Website B
User 1404,8721,English,28,1174.0,2018-06-05 12:00:01.644282,Website B,Website B
User 1404,8723,English,22,1223.0,2018-06-05 13:58:21.838508,Website B,Website B
User 1428,8724,English,35,1297.0,2018-06-05 12:10:38.890446,Website B,Website B
User 1395,8725,English,40,1444.0,2018-06-05 12:58:12.207512,Website C,Website C
User 1395,8726,English,8,697.0,2018-06-05 13:41:45.120718,Website B,Website B
User 1395,8727,English,15,901.0,2018-06-05 12:29:45.618051,Website B,Website B
User 1395,8728,English,9,453.0,2018-06-05 13:24:22.155424,Website B,Website B
User 1395,8729,English,12,568.0,2018-06-05 12:50:00.848951,Website B,Website B
User 1395,8730,English,32,2981.0,2018-06-05 13:32:40.855437,Website B,Website B
User 1395,8731,English,20,467.0,2018-06-05 13:10:57.564810,Website B,Website B
User 1395,8732,English,9,614.0,2018-06-05 13:50:28.060703,Website B,Website B
User 1395,8733,English,51,2556.0,2018-06-05 14:51:27.476863,Website C,Website C
User 1395,8734,English,10,1769.0,2018-06-05 13:21:16.366052,Website B,Website B
User 1404,8735,English,30,1628.0,2018-06-05 15:17:38.460586,Website C,Website C
